target_id	gene
XM_017320485.1	LOC108168946
XR_001784305.1	LOC108168950
XR_001784307.1	LOC108168951
XM_017320487.1	LOC108168952
XM_017320488.1	LOC108168953
XM_017320489.1	LOC108168956
XR_001784308.1	LOC108168957
XM_017320496.1	LOC108168959
XM_017320498.1	LOC108168962
XR_001784342.1	LOC108168966
XR_001784379.1	LOC108168969
XR_001784385.1	LOC108168970
XR_001784386.1	LOC108168971
XR_001784406.1	LOC108168972
XR_001784412.1	LOC108168974
XR_001784413.1	LOC108168974
XR_001784422.1	LOC108168975
XR_001784423.1	LOC108168976
XR_001784437.1	LOC108168977
XR_001784438.1	LOC108168977
XR_001784444.1	LOC108168978
XR_001784447.1	LOC108168979
XR_001784448.1	LOC108168980
XR_001784458.1	LOC108168981
XR_001784470.1	LOC108168982
XR_001784471.1	LOC108168982
XR_001784482.1	LOC108168983
XR_001784483.1	LOC108168983
XR_001784484.1	LOC108168983
XR_001784485.1	LOC108168983
XR_001784486.1	LOC108168984
XR_001784490.1	LOC108168985
XR_001784493.1	LOC108168986
XR_001784495.1	LOC108168986
XR_001784496.1	LOC108168986
XR_001784500.1	LOC108168987
XR_001784517.1	LOC108168988
XR_001784520.1	LOC108168990
XR_001784521.1	LOC108168990
XR_001784523.1	LOC108168991
XR_001784524.1	LOC108168992
XR_001784525.1	LOC108168993
XR_001784526.1	LOC108168993
XR_001784527.1	LOC108168994
XR_001784528.1	LOC108168995
XR_001784533.1	LOC108168996
XR_001784534.1	LOC108168996
XR_001784535.1	LOC108168997
XR_001784536.1	LOC108168998
XR_001784537.1	LOC108168999
XR_001784540.1	LOC108169001
XR_001784541.1	LOC108169002
XR_001784542.1	LOC108169002
XR_001784543.1	LOC108169003
XR_001784545.1	LOC108169005
XR_001784555.1	LOC108169008
XR_001784556.1	LOC108169008
XR_001784557.1	LOC108169009
XM_017320556.1	LOC108169010
XM_017320557.1	LOC108169010
XR_001784558.1	LOC108169011
XR_001784563.1	LOC108169012
XM_017320559.1	LOC108169013
XM_017320560.1	LOC108169013
XR_001784570.1	LOC108169013
XR_001784571.1	LOC108169013
XR_001784574.1	LOC108169016
XR_001784575.1	LOC108169017
XR_001784582.1	LOC108169018
XR_001784765.1	LOC108169020
XM_017321192.1	LOC108169021
XM_017321193.1	LOC108169023
XR_001784795.1	LOC108169027
XR_001784796.1	LOC108169027
XR_001784805.1	LOC108169029
XR_001784821.1	LOC108169030
XR_001784822.1	LOC108169030
XR_001784824.1	LOC108169031
XR_001784826.1	LOC108169032
XR_001784827.1	LOC108169032
XR_001784828.1	LOC108169033
XR_001784829.1	LOC108169034
XR_001784835.1	LOC108169036
XR_001784836.1	LOC108169036
XR_001784838.1	LOC108169037
XR_001784839.1	LOC108169038
XR_001784844.1	LOC108169039
XR_001784850.1	LOC108169041
XM_017321203.1	LOC108169043
XM_017321204.1	LOC108169043
XM_017321205.1	LOC108169043
XM_017321206.1	LOC108169043
XR_001784853.1	LOC108169044
XM_017321208.1	LOC108169045
XR_001784868.1	LOC108169046
XR_001784872.1	LOC108169048
XR_001784873.1	LOC108169049
XR_001784874.1	LOC108169049
XR_001784875.1	LOC108169049
XR_001784876.1	LOC108169049
XR_001784877.1	LOC108169050
XR_001784878.1	LOC108169050
XR_001784885.1	LOC108169051
XR_001784886.1	LOC108169051
XM_017321219.1	LOC108169054
XR_001784894.1	LOC108169056
XR_001784895.1	LOC108169056
XR_001784903.1	LOC108169057
XM_017321226.1	LOC108169060
XM_017321227.1	LOC108169060
XM_017321233.1	LOC108169061
XR_001784941.1	LOC108169064
XR_001784945.1	LOC108169065
XR_001784948.1	LOC108169067
XR_001784954.1	LOC108169068
XR_001784977.1	LOC108169070
XR_001784988.1	LOC108169074
XR_001784989.1	LOC108169075
XR_001784997.1	LOC108169076
XR_001784999.1	LOC108169077
XR_001785000.1	LOC108169077
XR_001785001.1	LOC108169077
XR_001785002.1	LOC108169077
XR_001785003.1	LOC108169078
XR_001785004.1	LOC108169079
XR_001785005.1	LOC108169079
XR_001785020.1	LOC108169082
XR_001785021.1	LOC108169082
XR_001785022.1	LOC108169083
XR_001785023.1	LOC108169084
XR_001785025.1	LOC108169085
XM_017321256.1	LOC108169096
XM_017321258.1	LOC108169097
XM_017321259.1	LOC108169098
XM_017321260.1	LOC108169100
XM_017321261.1	LOC108169101
XM_017321268.1	LOC108169105
XM_017321269.1	LOC108169105
XR_001785040.1	LOC108169107
XR_001785046.1	LOC108169115
XR_001785047.1	LOC108169116
XR_001785049.1	LOC108169118
XR_001785051.1	LOC108169119
XR_001785053.1	LOC108169121
XR_001785054.1	LOC108169121
XR_001785055.1	LOC108169121
XR_001785056.1	LOC108169121
XR_001785057.1	LOC108169121
XR_001785058.1	LOC108169121
XR_001785059.1	LOC108169121
XR_001785071.1	LOC108169123
XR_001785075.1	LOC108169125
XR_001785187.1	LOC108169127
XR_001785188.1	LOC108169127
XR_001785189.1	LOC108169127
XR_001785190.1	LOC108169127
XR_001785191.1	LOC108169128
XR_001785192.1	LOC108169129
XR_001785196.1	LOC108169130
XR_001785197.1	LOC108169131
XR_001785199.1	LOC108169132
XR_001785200.1	LOC108169134
XR_001785201.1	LOC108169135
XR_001785203.1	LOC108169136
XR_001785204.1	LOC108169136
XR_001785216.1	LOC108169137
XR_001785217.1	LOC108169137
XR_001785218.1	LOC108169137
XR_001785219.1	LOC108169137
XR_001785220.1	LOC108169138
XR_001785233.1	LOC108169139
XR_001785239.1	LOC108169141
XR_001785240.1	LOC108169141
XR_001785241.1	LOC108169141
XR_001785242.1	LOC108169141
XR_001785243.1	LOC108169141
XR_001785244.1	LOC108169141
XR_001785245.1	LOC108169141
XR_001785251.1	LOC108169142
XR_001785266.1	LOC108169146
XR_001785269.1	LOC108169147
XR_001785272.1	LOC108169148
XR_001785273.1	LOC108169148
XR_001785274.1	LOC108169149
XR_001785275.1	LOC108169149
XM_017321863.1	LOC108169150
XR_001785291.1	LOC108169151
XM_017321864.1	LOC108169152
XM_017321865.1	LOC108169152
XM_017321866.1	LOC108169152
XR_001785318.1	LOC108169153
XR_001785326.1	LOC108169155
XR_001785331.1	LOC108169157
XR_001785336.1	LOC108169158
XR_001785337.1	LOC108169158
XR_001785338.1	LOC108169159
XR_001785339.1	LOC108169159
XR_001785340.1	LOC108169160
XR_001785351.1	LOC108169161
XR_001785352.1	LOC108169162
XR_001785361.1	LOC108169168
XR_001785362.1	LOC108169168
XR_001785372.1	LOC108169169
XR_001785382.1	LOC108169171
XM_017321871.1	LOC108169171
XR_001785383.1	LOC108169171
XR_001785387.1	LOC108169172
XR_001785397.1	LOC108169175
XR_001785404.1	LOC108169176
XR_001785405.1	LOC108169176
XR_001785406.1	LOC108169177
XR_001785407.1	LOC108169178
XR_001785425.1	LOC108169181
XM_017321876.1	LOC108169182
XR_001785427.1	LOC108169188
XR_001785432.1	LOC108169189
XM_017321883.1	LOC108169190
XR_001785439.1	LOC108169192
XR_001785444.1	LOC108169200
XM_017321889.1	LOC108169201
XR_001785453.1	LOC108169202
XR_001785458.1	LOC108169203
XR_001785461.1	LOC108169204
XR_001785462.1	LOC108169205
NR_138099.1	LOC215458
NR_027827.1	LOC284023
NM_027944.1	LOC285423
NM_001164235.1	LOC285423
XM_006502554.1	LOC285556
XR_001780577.1	LOC328066
XR_383643.2	LOC328448
XR_874850.1	LOC328448
XR_874851.1	LOC328448
XR_874852.1	LOC328448
XR_001781405.1	LOC328448
XR_874853.1	LOC328448
XR_874854.1	LOC328448
XR_001781406.1	LOC328448
XR_874856.1	LOC328448
XR_874857.1	LOC328448
XR_874858.1	LOC328448
XR_874860.1	LOC328448
XR_874861.1	LOC328448
XR_874863.1	LOC328448
XR_874862.1	LOC328448
XR_383653.2	LOC328448
XR_874864.1	LOC328448
NM_001271548.1	LOC389895
XM_006540481.2	LOC390937
NR_131973.1	LOC432842
XR_877520.1	LOC433198
XR_877521.1	LOC433198
XR_375033.2	LOC545466
XR_001784902.1	LOC545785
XR_001778365.1	LOC545966
NM_001025208.1	LOC547349
XM_017318970.1	LOC547349
XM_017319024.1	LOC547349
XM_003945749.1	LOC630751
XM_017318940.1	LOC641025
XM_006521617.1	LOC642574
XM_006511607.2	LOC646730
XM_011242849.1	LOC646730
XM_006511608.3	LOC646730
XM_011242850.1	LOC646730
XM_006511609.1	LOC646730
NR_131980.1	LOC664787
NM_001256318.1	LOC666331
XM_006533962.2	LOC666331
XM_017316340.1	LOC675947
NM_134022.2	LOC728392
XM_006508432.3	LOC729800
NM_001195189.1	LOC730159
XR_168585.3	LOC73899
NM_001004187.1	LOC81691
NM_028129.2	LOC81691
XM_011241845.2	LOC81691
XM_006507990.3	LOC81691
XM_006507991.3	LOC81691
XR_378253.3	LOC81691
XM_006507992.3	LOC81691
XR_869733.2	LOC81691
XR_378254.3	LOC81691
XR_869734.2	LOC81691
XR_378255.3	LOC81691
XR_378256.3	LOC81691
XM_017322339.1	LOC81691
XM_006507994.3	LOC81691
XM_011241848.2	LOC81691
XM_017322340.1	LOC81691
XM_017322341.1	LOC81691
XM_017322342.1	LOC81691
XM_017322343.1	LOC81691
XR_378258.3	LOC81691
XM_006507998.3	LOC81691
XM_006507999.3	LOC81691
XM_011241852.2	LOC81691
XM_006508000.3	LOC81691
XM_017322344.1	LOC81691
XM_006508001.3	LOC81691
NR_037955.1	Lockd
NR_037956.1	Lockd
NM_028782.2	LONP1
NM_025827.3	LONP2
NM_001168591.1	LONP2
NM_001081150.1	LONRF1
NM_001029878.1	LONRF2
XM_006496123.3	LONRF2
NM_028894.1	LONRF3
XM_006541404.1	LONRF3
NM_008508.2	LOR
NM_010728.3	LOX
NM_001286181.1	LOX
NM_001286182.1	LOX
NM_172834.2	Loxhd1
XM_006526434.1	Loxhd1
NM_010729.3	LOXL1
NM_033325.2	LOXL2
XM_006519744.2	LOXL2
XM_006519746.2	LOXL2
XM_006519745.2	LOXL2
XM_006519747.2	LOXL2
NM_013586.4	LOXL3
NM_053083.3	LOXL4
NM_001164311.1	LOXL4
NM_001290486.1	LPAR1
XM_011249928.2	LPAR1
XM_011249929.2	LPAR1
XM_011249930.2	LPAR1
XM_011249931.2	LPAR1
XM_011249932.2	LPAR1
XM_011249933.2	LPAR1
XM_011249934.2	LPAR1
XM_011249935.2	LPAR1
NM_010336.2	LPAR1
NM_172989.1	LPAR1
NM_020028.3	LPAR2
NM_022983.4	LPAR3
NM_175271.4	LPAR4
XM_006506340.3	LPAR5
NM_001163269.1	LPAR5
NM_001163268.1	LPAR5
NM_175116.4	LPAR6
XM_006517188.2	LPCAT1
XM_006517189.3	LPCAT1
NM_145376.5	LPCAT1
XM_006531051.2	LPCAT2
XR_001778442.1	LPCAT2
XM_006531052.2	LPCAT2
NM_173014.1	LPCAT2
NM_027599.3	Lpcat2b
NM_145130.2	LPCAT3
XM_006505563.3	LPCAT3
XR_377423.2	LPCAT3
NM_207206.2	LPCAT4
NM_172266.3	LPGAT1
NM_001134829.1	LPGAT1
XM_006497153.3	LPGAT1
XM_017320202.1	LPGAT1
XM_006497155.3	LPGAT1
XM_006497156.3	LPGAT1
XM_006497157.3	LPGAT1
XM_006514975.3	LPIN1
XM_006514976.3	LPIN1
XM_006514977.3	LPIN1
XM_006514978.3	LPIN1
XM_006514982.3	LPIN1
XM_006514983.3	LPIN1
XM_006514984.3	LPIN1
XM_006514986.3	LPIN1
XM_006514987.3	LPIN1
XM_006514988.3	LPIN1
XM_011243815.2	LPIN1
NM_001130412.1	LPIN1
NM_172950.3	LPIN1
NM_015763.4	LPIN1
XM_006524786.2	LPIN2
XM_006524787.3	LPIN2
XM_006524788.2	LPIN2
XM_017317606.1	LPIN2
NM_022882.4	LPIN2
NM_001164885.1	LPIN2
XR_374499.3	LPIN3
XR_374500.2	LPIN3
XM_017319164.1	LPIN3
NM_022883.3	LPIN3
NM_001199118.1	LPIN3
NM_008509.2	LPL
NM_080420.2	LPO
XM_011249298.2	LPO
NM_178665.5	LPP
NM_001145952.1	LPP
NM_001145954.1	LPP
XM_006521957.3	LPP
XM_017316922.1	LPP
NR_037954.1	Lppos
NM_134152.3	LPXN
XM_006526576.2	LPXN
NM_023624.4	LRAT
NM_001077688.1	LRBA
NM_001077687.1	LRBA
XM_006502347.3	LRBA
XM_006502348.3	LRBA
XM_006502349.3	LRBA
XM_006502350.3	LRBA
XM_006502351.3	LRBA
XM_006502352.3	LRBA
XM_006502353.3	LRBA
XM_006502354.3	LRBA
NM_030695.2	LRBA
NM_001033439.3	LRCH1
NM_001252132.1	LRCH1
XM_006519154.3	LRCH1
XM_006519155.3	LRCH1
XM_006519156.2	LRCH1
XM_006519157.3	LRCH1
XM_017316067.1	LRCH1
XM_006519158.3	LRCH1
XR_001781129.1	LRCH1
XM_006519160.3	LRCH1
NM_001081173.1	LRCH2
XM_006528788.3	LRCH2
XM_006528789.3	LRCH2
XM_006528790.3	LRCH2
XM_006528791.3	LRCH2
XM_017318455.1	LRCH2
XM_006528792.3	LRCH2
XM_017318456.1	LRCH2
NM_001081255.1	LRCH3
NM_001310672.1	LRCH3
NM_001310673.1	LRCH3
NM_001310674.1	LRCH3
XM_006522524.3	LRCH3
XR_001781866.1	LRCH3
XM_006522525.2	LRCH3
XM_006522526.3	LRCH3
XM_006522527.3	LRCH3
XM_006522528.2	LRCH3
XM_006522530.2	LRCH3
XM_006522531.2	LRCH3
XM_006522533.3	LRCH3
NM_001168652.1	LRCH4
NM_146164.2	LRCH4
NM_001310709.1	LRCOL1
NR_132326.1	LRCOL1
XM_006535032.2	LRCOL1
XM_006540438.1	LRFN1
NM_030562.2	LRFN1
NM_001141921.1	LRFN1
NM_027452.3	LRFN2
XM_006524896.2	LRFN2
NM_175478.2	LRFN3
NM_153388.4	LRFN4
XM_017318142.1	LRFN4
NM_178714.5	LRFN5
NM_001310586.1	LRFN5
XM_006515830.2	LRFN5
XM_006515831.3	LRFN5
XM_017315056.1	LRFN5
XR_001780450.1	LRFN5
NM_029796.2	LRG1
NM_028886.1	LRGUK
XM_006506713.3	LRGUK
XM_006506714.3	LRGUK
XM_011241496.2	LRGUK
XM_011240140.1	LRIF1
XM_006501581.3	LRIF1
XM_017319616.1	LRIF1
XM_006501583.3	LRIF1
XR_375530.2	LRIF1
XM_006501584.3	LRIF1
NM_001039478.1	LRIF1
NM_001039488.1	LRIF1
NM_028081.2	LRIF1
NM_001286685.1	LRIF1
NM_008377.2	LRIG1
XR_377425.2	LRIG1
XM_006505621.2	LRIG1
XM_006505622.2	LRIG1
NM_001310698.1	LRIG2
NM_001025067.2	LRIG2
XM_006501544.2	LRIG2
XM_017319602.1	LRIG2
NM_177152.5	LRIG3
NM_146245.2	LRIT1
XM_017316012.1	LRIT1
NM_173418.3	LRIT2
XM_017316013.1	LRIT2
NM_001287224.1	LRIT3
NM_001281980.1	LRMP
NM_001281981.1	LRMP
NM_008511.3	LRMP
XM_011241567.1	LRMP
XM_011241568.1	LRMP
XM_011241569.1	LRMP
XM_011241570.2	LRMP
XM_006506922.3	LRMP
XM_011241571.1	LRMP
XM_017321421.1	LRMP
XM_006506924.2	LRMP
NM_008512.2	LRP1
XM_006519358.1	LRP10
NM_022993.3	LRP10
XM_006512719.3	LRP11
XM_006512720.3	LRP11
XM_006512721.3	LRP11
XM_006512722.3	LRP11
NM_172784.3	LRP11
NM_172814.3	LRP12
XM_006520902.2	LRP12
XM_006520903.3	LRP12
XM_006520904.3	LRP12
NM_053011.2	LRP1B
XM_006498459.3	LRP1B
XM_006498460.3	LRP1B
XM_006498461.3	LRP1B
XM_017319348.1	LRP1B
XM_006498462.3	LRP1B
XM_006498463.3	LRP1B
XR_374143.3	LRP1B
XR_374144.3	LRP1B
XM_011239217.2	LRP1B
NM_001081088.1	LRP2
NM_026278.3	LRP2BP
XM_006509483.1	LRP2BP
XR_378911.2	LRP2BP
NM_001024707.2	LRP3
XM_006540165.2	LRP3
XR_881743.2	LRP3
XM_006499243.3	LRP4
XR_374447.3	LRP4
NM_001145857.1	LRP4
NM_172668.3	LRP4
XR_388250.1	LRP5
NM_008513.3	LRP5
XM_006505657.3	LRP6
NM_008514.4	LRP6
NM_001080926.1	LRP8
NR_033496.1	LRP8
XM_011240454.2	LRP8
XM_011240455.2	LRP8
XM_011240456.2	LRP8
XM_011240457.2	LRP8
XM_011240458.2	LRP8
XM_011240459.2	LRP8
XM_011240460.2	LRP8
XM_011240461.2	LRP8
XM_017320003.1	LRP8
XM_011240462.2	LRP8
XM_011240463.2	LRP8
XM_011240464.2	LRP8
XM_011240465.2	LRP8
XM_011240466.2	LRP8
XM_017320004.1	LRP8
XM_011240467.2	LRP8
XR_001784389.1	Lrp8os2
XR_376524.3	Lrp8os2
XR_376522.3	Lrp8os2
XR_867992.2	Lrp8os3
NM_013587.2	LRPAP1
NM_028233.2	LRPPRC
XM_011246643.2	LRPPRC
NM_001081406.1	LRR1
XM_017315177.1	LRR1
NM_172528.3	LRRC1
NM_001146048.1	LRRC1
NM_146242.2	LRRC10
NM_001111140.2	LRRC10B
XM_017316558.1	LRRC14
XM_006520785.3	LRRC14
XM_006520786.3	LRRC14
XM_006520787.2	LRRC14
XM_017316559.1	LRRC14
XM_006520789.3	LRRC14
XM_011245579.2	LRRC14
XM_017316560.1	LRRC14
NM_145471.2	LRRC14
NM_001033042.3	LRRC14B
NM_028973.2	LRRC15
NM_028977.1	LRRC17
NM_026253.4	LRRC18
NM_001146021.1	LRRC18
XM_006519457.3	LRRC18
XM_006519458.3	LRRC18
NM_175305.4	LRRC19
XM_006502614.3	LRRC19
XM_006512364.3	LRRC2
XM_006512365.3	LRRC2
NM_028838.2	LRRC2
NM_153542.1	LRRC20
XM_017313884.1	LRRC20
XM_017313885.1	LRRC20
XM_006513472.3	LRRC20
NM_001302555.1	LRRC23
XM_006505658.3	LRRC23
XM_006505659.3	LRRC23
XM_011241239.2	LRRC23
XM_006505660.3	LRRC23
XM_006505663.3	LRRC23
XM_011241240.2	LRRC23
XM_017321422.1	LRRC23
NM_198119.2	LRRC24
NM_153074.3	LRRC25
NM_146117.2	LRRC26
NM_027164.1	LRRC27
NM_001143755.1	LRRC27
XM_006536262.3	LRRC27
XM_011249862.2	LRRC27
XM_011249863.2	LRRC27
XM_011249864.1	LRRC27
XM_011249865.1	LRRC27
XM_006536264.1	LRRC27
XM_006536265.3	LRRC27
XM_006536266.3	LRRC27
XM_006536267.3	LRRC27
XM_006536268.3	LRRC27
XM_006536269.3	LRRC27
NM_175124.5	LRRC28
NM_027413.1	LRRC28
NR_028143.1	LRRC28
NR_028144.1	LRRC28
XM_006541130.3	LRRC28
XR_391360.3	LRRC28
XM_006541133.2	LRRC28
NM_177449.3	LRRC29
XM_006530892.3	LRRC29
XM_006530893.3	LRRC29
XM_006530896.3	LRRC29
XM_006530897.2	LRRC29
NM_145152.4	LRRC3
NM_001033340.3	LRRC30
XM_017319610.1	Lrrc31
XM_017319611.1	Lrrc31
XM_017319612.1	Lrrc31
NM_001309233.1	Lrrc31
NM_001113379.1	LRRC32
XM_006507977.1	LRRC32
XM_006507978.3	LRRC32
XM_006507979.2	LRRC32
NM_027941.1	LRRC34
NM_001033371.3	LRRC36
NM_001170789.1	LRRC36
NM_001170788.1	LRRC36
XM_006531055.2	LRRC36
XM_006531056.2	LRRC36
XM_006531057.2	LRRC36
XR_387748.2	LRRC36
XM_011249376.1	Lrrc37a
NM_001162983.1	LRRC38
XM_006538855.3	LRRC38
XR_390747.3	LRRC38
NM_175413.3	LRRC39
NM_027321.3	LRRC39
XM_006500860.3	LRRC39
XM_006500861.3	LRRC39
XM_006500862.3	LRRC39
XM_006500863.2	LRRC39
XM_006500864.3	LRRC39
XM_006500865.3	LRRC39
NM_146052.4	LRRC3B
XM_006518005.2	LRRC3B
XM_006518006.1	LRRC3B
NM_001195544.1	LRRC3C
NM_138682.2	LRRC4
NM_024194.6	LRRC40
NM_001289524.1	LRRC40
NM_001289525.1	LRRC40
XM_006501925.1	LRRC40
XM_006501927.2	LRRC40
NM_153521.2	LRRC41
NM_029985.2	LRRC42
NM_001033461.3	LRRC43
NM_001289821.1	LRRC43
NM_001289822.1	LRRC43
XM_006530398.3	LRRC43
XR_387571.3	LRRC43
XM_006530400.3	LRRC43
NM_153545.2	LRRC45
XM_006533135.3	LRRC45
XM_006533137.3	LRRC45
XM_006533138.1	LRRC45
XR_001779967.1	LRRC45
XR_001779968.1	LRRC45
XR_388427.3	LRRC45
XR_001779969.1	LRRC45
XM_011248964.2	LRRC45
XM_006533140.3	LRRC45
XR_388428.3	LRRC45
XR_388429.3	LRRC45
XR_388430.3	LRRC45
XR_001779970.1	LRRC45
XR_001779971.1	LRRC45
XM_006533141.3	LRRC45
XM_006533142.1	LRRC45
NM_027026.2	LRRC46
NM_201226.1	LRRC47
NM_145616.4	LRRC49
NM_001146047.1	LRRC49
NM_001146046.1	LRRC49
NM_001311095.1	LRRC49
XM_006510753.2	LRRC49
XM_017313092.1	LRRC49
XR_001778785.1	LRRC49
XM_006510754.3	LRRC49
XM_017313093.1	LRRC49
XM_017313094.1	LRRC49
NM_198250.1	LRRC4B
NM_001289743.1	LRRC4C
NM_178725.6	LRRC4C
NM_001289744.1	LRRC4C
NM_001289742.1	LRRC4C
XM_017318139.1	LRRC4C
XM_017318140.1	LRRC4C
XM_006499479.3	LRRC4C
NM_027053.1	Lrrc51
NM_001162973.1	Lrrc51
NM_001162974.1	Lrrc51
XM_011241893.2	Lrrc51
XM_011241894.2	Lrrc51
XM_011241895.2	Lrrc51
XM_006508183.3	Lrrc51
XM_011241896.1	Lrrc51
XM_006508182.3	Lrrc51
NM_001013382.2	LRRC52
NM_001033346.2	LRRC55
XM_006499467.3	LRRC55
XM_006499468.3	LRRC55
XM_006499469.2	LRRC55
NM_153777.2	LRRC56
NM_001172064.1	LRRC56
NM_001172065.1	LRRC56
XM_006536240.3	LRRC56
XM_006536241.3	LRRC56
XM_006536242.1	LRRC56
XM_006536243.2	LRRC56
XM_006536244.2	LRRC56
XM_006536245.3	LRRC56
XM_006536246.3	LRRC56
XM_017312294.1	LRRC56
XM_006536247.3	LRRC56
NM_025657.3	LRRC57
NM_001159609.1	LRRC57
NM_001159610.1	LRRC57
NM_001159612.1	LRRC57
NR_027510.1	LRRC57
XM_006500016.3	LRRC57
XR_374504.3	LRRC57
NM_177093.3	LRRC58
NM_133807.1	LRRC59
NM_019457.2	LRRC6
XM_006506072.2	LRRC61
XM_006506073.2	LRRC61
XM_006506074.2	LRRC61
XM_006506075.2	LRRC61
XM_006506076.2	LRRC61
NM_001110160.1	LRRC61
NM_177736.3	LRRC61
NM_027581.1	LRRC63
XM_006519545.1	LRRC63
XM_006519546.1	LRRC63
XM_017316193.1	LRRC63
XM_006519548.2	LRRC63
NM_153568.1	LRRC66
XM_006503952.3	LRRC66
XM_006503953.2	LRRC66
NM_028499.2	LRRC69
XM_006538295.3	LRRC69
NM_001291452.1	LRRC7
NM_001081358.2	LRRC7
NM_001291453.1	LRRC7
XM_006501502.3	LRRC7
XM_011240122.2	LRRC7
XM_006501504.3	LRRC7
XM_006501505.3	LRRC7
XM_006501506.3	LRRC7
XM_006501507.3	LRRC7
XM_006501508.3	LRRC7
XM_006501510.3	LRRC7
XM_006501511.3	LRRC7
XM_017319582.1	LRRC7
XM_006501512.3	LRRC7
XM_006501514.3	LRRC7
XM_011240123.2	LRRC7
XM_011240124.2	LRRC7
NM_028971.1	LRRC71
XM_006502207.3	LRRC71
XM_017319777.1	LRRC71
XM_011240257.2	LRRC71
NM_001177877.1	LRRC72
NM_027699.2	LRRC72
XM_006515213.2	LRRC72
XM_017315204.1	LRRC72
NM_001111142.1	LRRC73
NM_001195767.1	LRRC74A
XM_017315150.1	LRRC74A
XM_006516126.2	LRRC74A
XM_006516127.3	LRRC74A
XM_011244155.2	LRRC74A
XM_017315151.1	LRRC74A
XM_006516128.3	LRRC74A
XM_006516129.1	LRRC74A
XM_006516130.1	LRRC74A
NM_029053.3	Lrrc74b
NM_001145435.1	Lrrc74b
XM_011246036.1	Lrrc74b
XM_011246037.1	Lrrc74b
XR_875856.2	Lrrc74b
XM_006522677.2	Lrrc74b
NM_198861.1	LRRC75A
XM_006532577.3	LRRC75A
XM_006532578.2	LRRC75A
XM_017314352.1	LRRC75A
NM_198860.2	LRRC75B
XM_006513380.3	LRRC75B
XR_871704.2	LRRC75B
NM_177725.4	LRRC8A
NM_001033550.2	LRRC8B
XM_011249508.2	LRRC8B
NM_133897.2	LRRC8C
XM_017320573.1	LRRC8C
XM_006534685.3	LRRC8C
XM_006534686.3	LRRC8C
XM_006534893.2	LRRC8D
XM_006534894.3	LRRC8D
XM_006534895.3	LRRC8D
XM_011249436.1	LRRC8D
XM_006534896.3	LRRC8D
NM_001122768.1	LRRC8D
NM_178701.3	LRRC8D
NM_028175.2	LRRC8E
XM_006508906.3	LRRC8E
XM_011242086.2	LRRC8E
XM_006508907.3	LRRC8E
XM_006508908.3	LRRC8E
NM_030070.3	Lrrc9
NM_001142728.1	Lrrc9
NM_001142729.1	Lrrc9
XM_006516375.3	Lrrc9
XM_011244210.2	Lrrc9
XM_011244209.2	Lrrc9
XM_011244211.2	Lrrc9
XM_011244212.2	Lrrc9
XM_017315246.1	Lrrc9
XM_006516377.3	Lrrc9
XM_006516378.3	Lrrc9
XM_011244213.2	Lrrc9
XM_011244214.2	Lrrc9
XM_006516380.3	Lrrc9
XM_006516381.3	Lrrc9
XM_006516382.3	Lrrc9
NM_028915.3	LRRCC1
NM_001163579.1	LRRCC1
NM_001163580.1	LRRCC1
XM_006530089.2	LRRCC1
XM_006530090.3	LRRCC1
XR_001783753.1	LRRCC1
XR_387522.3	LRRCC1
NM_172879.3	LRRD1
NM_001111311.1	LRRFIP1
NM_001111312.1	LRRFIP1
NM_008515.4	LRRFIP1
NM_001310732.1	LRRFIP1
XM_006529175.3	LRRFIP1
XM_006529176.1	LRRFIP1
XM_006529177.3	LRRFIP1
XM_006529178.3	LRRFIP1
XM_006529180.3	LRRFIP1
XM_006529181.3	LRRFIP1
XM_006529182.3	LRRFIP1
XM_017318722.1	LRRFIP1
XM_017318761.1	LRRFIP1
XM_017318813.1	LRRFIP1
XM_006529187.3	LRRFIP1
XM_006529189.3	LRRFIP1
XM_006529191.3	LRRFIP1
XM_017318914.1	LRRFIP1
XM_006529194.3	LRRFIP1
XM_006529196.3	LRRFIP1
XM_006529198.3	LRRFIP1
XM_006529199.3	LRRFIP1
XM_017318935.1	LRRFIP1
XM_006529200.3	LRRFIP1
XM_006529201.3	LRRFIP1
XM_006529203.3	LRRFIP1
XM_006529204.1	LRRFIP1
XM_006529205.3	LRRFIP1
XM_006529206.3	LRRFIP1
XM_006529208.3	LRRFIP1
XM_006529209.3	LRRFIP1
XM_017318958.1	LRRFIP1
XM_017318960.1	LRRFIP1
XM_017318961.1	LRRFIP1
XM_017318965.1	LRRFIP1
XM_017318966.1	LRRFIP1
XM_017318969.1	LRRFIP1
XM_006529212.3	LRRFIP1
XM_006529213.3	LRRFIP1
XM_017318974.1	LRRFIP1
XM_017318987.1	LRRFIP1
XM_017318996.1	LRRFIP1
XM_017318999.1	LRRFIP1
XM_017319000.1	LRRFIP1
XM_017319004.1	LRRFIP1
XM_017319017.1	LRRFIP1
XM_017319019.1	LRRFIP1
XM_006529214.1	LRRFIP1
XM_006529215.1	LRRFIP1
XM_006529216.2	LRRFIP1
NM_027742.3	Lrrfip2
NM_001164838.1	Lrrfip2
XM_011243000.2	Lrrfip2
XM_011243001.2	Lrrfip2
XM_011243002.2	Lrrfip2
XM_011243003.2	Lrrfip2
XM_011243004.2	Lrrfip2
XM_011243005.2	Lrrfip2
XM_011243007.2	Lrrfip2
XM_011243008.2	Lrrfip2
XM_011243010.2	Lrrfip2
